timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2023-02-23 11:00:00+00:00,ETH/USD,1666.02,1666.95,1665.94,1665.94,60.26773,74.0,1666.367123
2023-02-23 11:05:00+00:00,ETH/USD,1665.79,1668.05,1665.57,1668.05,156.02463,196.0,1666.731736
2023-02-23 11:10:00+00:00,ETH/USD,1667.79,1668.09,1664.9,1665.14,55.29603,110.0,1666.239855
2023-02-23 11:15:00+00:00,ETH/USD,1664.85,1666.25,1663.25,1663.25,272.43305,280.0,1664.781134
2023-02-23 11:20:00+00:00,ETH/USD,1663.23,1664.1,1648.59,1651.24,1343.99460714,1165.0,1654.353498
2023-02-23 11:25:00+00:00,ETH/USD,1651.24,1652.0,1637.76,1639.03,486.566896494,738.0,1645.654736
2023-02-23 11:30:00+00:00,ETH/USD,1639.25,1643.81,1635.1,1640.89,630.159085531,878.0,1639.895255
2023-02-23 11:35:00+00:00,ETH/USD,1640.48,1640.68,1631.61,1634.38,918.79367,1084.0,1635.290508
2023-02-23 11:40:00+00:00,ETH/USD,1634.25,1638.64,1632.75,1637.77,473.34867,557.0,1635.980922
2023-02-23 11:45:00+00:00,ETH/USD,1637.73,1639.19,1634.54,1636.12,255.780385696,334.0,1636.907609
2023-02-23 11:50:00+00:00,ETH/USD,1636.06,1639.77,1634.23,1639.45,206.44294,228.0,1637.380437
2023-02-23 11:55:00+00:00,ETH/USD,1639.63,1639.72,1635.15,1637.74,173.71119,238.0,1637.174875
2023-02-23 12:00:00+00:00,ETH/USD,1637.9,1637.99,1632.0,1632.54,367.81847,354.0,1634.090199
2023-02-23 12:05:00+00:00,ETH/USD,1632.15,1636.29,1629.22,1635.9,347.76651,436.0,1631.276342
2023-02-23 12:10:00+00:00,ETH/USD,1636.3,1638.68,1636.3,1637.58,107.1868,181.0,1637.510595
2023-02-23 12:15:00+00:00,ETH/USD,1637.55,1641.97511629,1637.5,1640.92,149.578725968,251.0,1639.664276
2023-02-23 12:20:00+00:00,ETH/USD,1640.93,1644.91,1640.56,1642.47,178.90608,339.0,1642.321535
2023-02-23 12:25:00+00:00,ETH/USD,1642.31,1644.07,1640.43,1643.1,281.55819,305.0,1642.234638
2023-02-23 12:30:00+00:00,ETH/USD,1643.5,1644.31,1641.69,1643.95,187.70857,215.0,1643.33325
2023-02-23 12:35:00+00:00,ETH/USD,1644.11,1644.12,1641.0,1641.0,181.34408,122.0,1643.116616
2023-02-23 12:40:00+00:00,ETH/USD,1641.01,1642.18,1639.33,1641.94,124.71346,139.0,1640.655846
2023-02-23 12:45:00+00:00,ETH/USD,1642.13,1646.32,1641.0,1645.91,232.274,279.0,1643.879465
2023-02-23 12:50:00+00:00,ETH/USD,1645.78,1651.27,1645.25,1650.17,299.64553,423.0,1648.063288
2023-02-23 12:55:00+00:00,ETH/USD,1650.34,1650.66,1647.48,1647.86,131.59692,182.0,1648.525183
2023-02-23 13:00:00+00:00,ETH/USD,1647.86,1650.94,1647.86,1650.31,176.13549,232.0,1649.706788
2023-02-23 13:05:00+00:00,ETH/USD,1650.71,1650.93,1648.55,1649.8,152.59952,219.0,1649.768504
2023-02-23 13:10:00+00:00,ETH/USD,1649.92,1661.31,1649.25,1659.93,486.51743,659.0,1654.963769
2023-02-23 13:15:00+00:00,ETH/USD,1659.93,1671.19,1657.23,1668.9,461.2285,916.0,1664.686566
2023-02-23 13:20:00+00:00,ETH/USD,1668.61,1670.67,1662.44,1665.26,269.67202,529.0,1666.924851
2023-02-23 13:25:00+00:00,ETH/USD,1665.26,1665.79,1661.69,1663.5,186.00201,319.0,1663.337615
2023-02-23 13:30:00+00:00,ETH/USD,1663.68,1667.28,1655.33,1658.7,1288.2444,1340.0,1660.474755
2023-02-23 13:35:00+00:00,ETH/USD,1658.68,1666.06,1658.68,1662.26,373.84166,547.0,1662.761871
2023-02-23 13:40:00+00:00,ETH/USD,1662.08,1662.58,1656.69,1659.06,412.85961,433.0,1659.587708
2023-02-23 13:45:00+00:00,ETH/USD,1659.22,1660.73,1654.77,1655.19,203.7235,298.0,1657.683661
2023-02-23 13:50:00+00:00,ETH/USD,1655.39,1657.06031977,1644.61,1650.6,606.038084553,896.0,1650.610701
2023-02-23 13:55:00+00:00,ETH/USD,1650.6,1658.85,1650.08,1656.08,393.73113,596.0,1654.935013
2023-02-23 14:00:00+00:00,ETH/USD,1656.31,1658.83,1652.75,1657.2,634.85599,677.0,1656.364769
2023-02-23 14:05:00+00:00,ETH/USD,1657.46,1659.66,1656.0,1659.66,367.22443,292.0,1657.631585
2023-02-23 14:10:00+00:00,ETH/USD,1659.038,1665.66,1659.038,1663.37,372.29209,582.0,1663.587627
2023-02-23 14:15:00+00:00,ETH/USD,1663.72,1670.36,1663.17,1669.6,243.88549,396.0,1667.074189
2023-02-23 14:20:00+00:00,ETH/USD,1669.7,1670.31,1664.58,1665.33,227.40001,316.0,1668.14345
2023-02-23 14:25:00+00:00,ETH/USD,1665.29,1666.66,1663.54,1665.48,274.57549,329.0,1665.01238
2023-02-23 14:30:00+00:00,ETH/USD,1665.56,1669.15,1662.72,1664.1,608.60562,587.0,1665.547352
2023-02-23 14:35:00+00:00,ETH/USD,1664.1,1664.71,1654.67,1655.7,471.339064817,657.0,1659.719446
2023-02-23 14:40:00+00:00,ETH/USD,1655.85,1659.41,1655.55,1656.38,352.49463,476.0,1657.500318
2023-02-23 14:45:00+00:00,ETH/USD,1656.47,1668.38,1656.0,1663.23,816.20008,857.0,1663.640171
2023-02-23 14:50:00+00:00,ETH/USD,1662.93,1665.66,1661.83,1664.23,433.51986,428.0,1663.559708
2023-02-23 14:55:00+00:00,ETH/USD,1664.62,1664.68,1660.5,1660.74,340.33179,386.0,1662.36556
2023-02-23 15:00:00+00:00,ETH/USD,1661.19,1662.26,1653.24,1654.23,808.48762,738.0,1658.200789
2023-02-23 15:05:00+00:00,ETH/USD,1654.5,1655.82,1646.58,1652.89,754.79197,901.0,1651.611622
2023-02-23 15:10:00+00:00,ETH/USD,1653.23,1655.3,1648.87,1654.08,279.00147,374.0,1651.635531
2023-02-23 15:15:00+00:00,ETH/USD,1654.07,1656.31125,1650.75,1651.15,254.864117123,350.0,1653.527443
2023-02-23 15:20:00+00:00,ETH/USD,1651.22,1654.45,1649.63,1654.45,278.98493,321.0,1651.679061
2023-02-23 15:25:00+00:00,ETH/USD,1654.36,1660.25,1654.11,1657.76,331.2173,430.0,1658.125355
2023-02-23 15:30:00+00:00,ETH/USD,1657.39,1662.33,1650.71,1661.51,543.06453,791.0,1656.182073
2023-02-23 15:35:00+00:00,ETH/USD,1661.43,1662.44,1658.36,1659.78,346.338516064,463.0,1660.407269
2023-02-23 15:40:00+00:00,ETH/USD,1659.57,1659.93,1654.57,1658.87,413.80067,470.0,1657.462506
2023-02-23 15:45:00+00:00,ETH/USD,1658.58,1660.58,1653.0,1653.94,576.67991,801.0,1656.754498
2023-02-23 15:50:00+00:00,ETH/USD,1654.34,1656.4,1652.89,1655.99,425.58351,599.0,1654.835288
2023-02-23 15:55:00+00:00,ETH/USD,1656.25,1656.27,1653.5,1655.84,388.52766,597.0,1655.251242
2023-02-23 16:00:00+00:00,ETH/USD,1655.79,1659.84,1655.26,1658.25,585.308446586,704.0,1657.514963
2023-02-24 09:30:00+00:00,ETH/USD,1651.98,1652.15,1647.55,1648.2,273.84176,261.0,1649.146254
2023-02-24 09:35:00+00:00,ETH/USD,1648.15,1649.0,1646.7,1648.47,242.21588,296.0,1647.574251
2023-02-24 09:40:00+00:00,ETH/USD,1648.75,1648.84,1647.0,1648.06,162.91815606,171.0,1648.073921
2023-02-24 09:45:00+00:00,ETH/USD,1648.05,1648.96,1647.34,1647.93,73.150576374,107.0,1648.208592
2023-02-24 09:50:00+00:00,ETH/USD,1648.13,1651.09,1647.54,1650.56,118.27116,173.0,1649.485522
2023-02-24 09:55:00+00:00,ETH/USD,1650.64,1650.64,1646.99,1647.3,104.86092,147.0,1648.38681
2023-02-24 10:00:00+00:00,ETH/USD,1647.27,1648.1,1646.43,1647.2,93.43962,124.0,1647.199036
2023-02-24 10:05:00+00:00,ETH/USD,1647.46,1649.67,1647.34,1648.51,105.28019,127.0,1648.44383
2023-02-24 10:10:00+00:00,ETH/USD,1648.67,1648.74,1645.5,1646.33,125.24737,191.0,1646.682881
2023-02-24 10:15:00+00:00,ETH/USD,1646.11,1647.3,1643.62,1643.71,162.18931,217.0,1645.561811
2023-02-24 10:20:00+00:00,ETH/USD,1643.86,1645.06,1642.23,1643.58,240.27266,292.0,1643.712471
2023-02-24 10:25:00+00:00,ETH/USD,1643.67,1647.99,1643.67,1647.14,156.10877,217.0,1646.229495
2023-02-24 10:30:00+00:00,ETH/USD,1647.34,1648.37,1646.45,1647.78,79.79399,112.0,1647.245589
2023-02-24 10:35:00+00:00,ETH/USD,1647.73,1648.02,1646.46,1647.16,103.47086,125.0,1647.150115
2023-02-24 10:40:00+00:00,ETH/USD,1647.29,1647.83,1646.28,1647.28,73.40611,86.0,1647.142316
2023-02-24 10:45:00+00:00,ETH/USD,1647.33,1650.2,1647.33,1650.2,92.87985,143.0,1648.710895
2023-02-24 10:50:00+00:00,ETH/USD,1650.31,1650.47,1648.96,1649.86,84.96164,117.0,1649.716082
2023-02-24 10:55:00+00:00,ETH/USD,1649.75,1649.75,1647.84,1649.17,86.15862,112.0,1648.789421
2023-02-24 11:00:00+00:00,ETH/USD,1649.01,1649.07,1647.48,1648.48,80.53635,128.0,1648.357524
2023-02-24 11:05:00+00:00,ETH/USD,1648.23,1649.19,1648.17,1648.96,46.52755,82.0,1648.70234
2023-02-24 11:10:00+00:00,ETH/USD,1649.15,1651.14,1648.5,1648.5,71.72524,130.0,1650.084501
2023-02-24 11:15:00+00:00,ETH/USD,1648.25,1649.67,1644.57,1645.14,189.91326,265.0,1646.712994
2023-02-24 11:20:00+00:00,ETH/USD,1645.4,1648.57,1644.32,1647.83,246.43862,338.0,1646.089721
2023-02-24 11:25:00+00:00,ETH/USD,1648.35,1648.9,1645.5,1646.08,111.87889,161.0,1647.481349
2023-02-24 11:30:00+00:00,ETH/USD,1646.31,1647.64,1645.61,1646.45,89.89636,133.0,1646.607921
2023-02-24 11:35:00+00:00,ETH/USD,1646.53,1647.56,1645.46,1647.4,90.68762,141.0,1646.346549
2023-02-24 11:40:00+00:00,ETH/USD,1647.2,1647.59,1645.85,1647.09,125.5906,146.0,1646.883443
2023-02-24 11:45:00+00:00,ETH/USD,1647.23,1648.26,1646.48,1646.84,112.28852,140.0,1647.5715
2023-02-24 11:50:00+00:00,ETH/USD,1647.03,1648.22,1646.77,1647.7,64.18257,87.0,1647.643555
2023-02-24 11:55:00+00:00,ETH/USD,1647.68,1647.85,1645.5,1647.27,108.23393,136.0,1646.792015
2023-02-24 12:00:00+00:00,ETH/USD,1647.05,1647.67,1646.09,1647.38,98.04601,145.0,1646.828899
2023-02-24 12:05:00+00:00,ETH/USD,1647.57,1649.8,1647.1,1649.56,92.63392,155.0,1648.061573
2023-02-24 12:10:00+00:00,ETH/USD,1649.8,1653.07,1648.71,1651.66,418.49243,433.0,1651.230741
2023-02-24 12:15:00+00:00,ETH/USD,1651.63,1653.85,1651.46,1652.27,286.02559,306.0,1652.478267
2023-02-24 12:20:00+00:00,ETH/USD,1652.49,1652.49,1646.25,1646.62,402.584827761,500.0,1648.397759
2023-02-24 12:25:00+00:00,ETH/USD,1646.57,1648.14,1646.53,1647.26,127.26842,171.0,1647.271641
2023-02-24 12:30:00+00:00,ETH/USD,1647.05,1648.61,1646.25,1647.89,110.10872,147.0,1647.360562
2023-02-24 12:35:00+00:00,ETH/USD,1648.08,1649.1,1646.37,1648.07,119.25023,157.0,1648.098518
2023-02-24 12:40:00+00:00,ETH/USD,1647.32,1648.17,1647.0,1647.57,107.742,156.0,1647.648173
2023-02-24 12:45:00+00:00,ETH/USD,1647.67,1647.67,1644.64,1645.24,150.68577,198.0,1646.226331
2023-02-24 12:50:00+00:00,ETH/USD,1645.04,1646.1,1644.41,1645.55,100.67655,136.0,1645.122521
2023-02-24 12:55:00+00:00,ETH/USD,1645.48,1646.95,1644.66,1645.33,110.95314,171.0,1645.717884
2023-02-24 13:00:00+00:00,ETH/USD,1645.13,1646.0,1641.81,1641.81,116.15772,197.0,1643.989996
2023-02-24 13:05:00+00:00,ETH/USD,1642.24,1644.86,1641.5,1641.94,113.54325,188.0,1642.865549
2023-02-24 13:10:00+00:00,ETH/USD,1641.7,1643.6,1639.5,1642.08,206.29969,331.0,1641.504139
2023-02-24 13:15:00+00:00,ETH/USD,1642.06,1645.43,1641.89,1644.96,152.70247,215.0,1643.630668
2023-02-24 13:20:00+00:00,ETH/USD,1644.66,1645.5,1642.17,1642.22,174.23443,230.0,1643.758845
2023-02-24 13:25:00+00:00,ETH/USD,1642.1,1648.0,1641.5,1642.0,282.06652,432.0,1645.519157
2023-02-24 13:30:00+00:00,ETH/USD,1641.6,1641.72,1634.13,1635.64,1059.68452,1212.0,1638.17727
2023-02-24 13:35:00+00:00,ETH/USD,1635.84,1638.5,1631.94,1634.94,735.62413,998.0,1634.70652
2023-02-24 13:40:00+00:00,ETH/USD,1635.13,1638.46,1633.89,1636.75,449.41209,535.0,1636.228382
2023-02-24 13:45:00+00:00,ETH/USD,1636.87,1639.17,1635.74,1636.51,483.81255,354.0,1637.648093
2023-02-24 13:50:00+00:00,ETH/USD,1636.51,1636.96,1633.16,1634.64,198.04626,258.0,1634.781727
2023-02-24 13:55:00+00:00,ETH/USD,1634.13,1637.21,1634.13,1635.08,262.49023,296.0,1635.417474
2023-02-24 14:00:00+00:00,ETH/USD,1634.88,1637.22,1632.65,1633.13,408.279178705,391.0,1634.755718
2023-02-24 14:05:00+00:00,ETH/USD,1633.14,1634.47,1630.6,1630.79,376.57719,440.0,1632.616958
2023-02-24 14:10:00+00:00,ETH/USD,1631.13,1633.44,1630.0,1632.83,300.98726,354.0,1631.519362
2023-02-24 14:15:00+00:00,ETH/USD,1632.36,1633.09,1630.5,1631.37,188.53753,231.0,1631.851621
2023-02-24 14:20:00+00:00,ETH/USD,1631.24,1634.18,1629.76,1633.4,477.94476,476.0,1631.869117
2023-02-24 14:25:00+00:00,ETH/USD,1633.45,1635.32,1633.43,1634.76,276.75298,323.0,1634.383136
2023-02-24 14:30:00+00:00,ETH/USD,1634.53,1639.23,1633.58,1638.33,847.26771,857.0,1636.221458
2023-02-24 14:35:00+00:00,ETH/USD,1638.33,1640.53,1634.57,1640.53,612.232146392,642.0,1637.694259
2023-02-24 14:40:00+00:00,ETH/USD,1640.64,1641.0,1634.83,1635.21,523.30215,590.0,1637.656978
2023-02-24 14:45:00+00:00,ETH/USD,1635.23,1637.14,1632.63,1634.91,303.03725,457.0,1634.945746
2023-02-24 14:50:00+00:00,ETH/USD,1634.78,1638.57,1634.25,1638.57,381.31741,497.0,1636.479078
2023-02-24 14:55:00+00:00,ETH/USD,1638.65,1640.99,1635.65,1636.89,345.20128,425.0,1638.567372
2023-02-24 15:00:00+00:00,ETH/USD,1636.59,1639.07,1632.94,1636.38,545.9352,631.0,1636.208916
2023-02-24 15:05:00+00:00,ETH/USD,1636.59,1637.53,1630.6,1630.83,438.64873,517.0,1634.73437
2023-02-24 15:10:00+00:00,ETH/USD,1630.6,1630.88,1623.73,1626.6,595.485574379,850.0,1627.643835
2023-02-24 15:15:00+00:00,ETH/USD,1626.47,1626.74,1617.41,1623.61,754.303184686,968.0,1622.279863
2023-02-24 15:20:00+00:00,ETH/USD,1623.88,1628.13,1622.25,1624.08,628.45101,666.0,1624.731707
2023-02-24 15:25:00+00:00,ETH/USD,1623.93,1623.93,1619.43,1620.75,782.46233,768.0,1621.230592
2023-02-24 15:30:00+00:00,ETH/USD,1620.75,1621.11,1615.73,1619.72,759.18212,790.0,1618.934095
2023-02-24 15:35:00+00:00,ETH/USD,1619.66,1620.81,1612.61,1612.61,983.52565,956.0,1616.933914
2023-02-24 15:40:00+00:00,ETH/USD,1612.55,1613.25,1603.03,1607.71,1018.7597,1157.0,1607.861601
2023-02-24 15:45:00+00:00,ETH/USD,1607.09,1612.34,1602.5,1610.36,499.89725,716.0,1608.014125
2023-02-24 15:50:00+00:00,ETH/USD,1610.56,1610.77,1605.57,1607.16,400.92782,498.0,1607.591278
2023-02-24 15:55:00+00:00,ETH/USD,1606.96,1607.0,1600.01,1603.33,807.12375037,893.0,1603.297479
2023-02-24 16:00:00+00:00,ETH/USD,1602.98,1603.38,1575.75,1577.27,1785.91767,2218.0,1591.395169
2023-02-25 09:30:00+00:00,ETH/USD,1601.23,1602.78,1601.01,1602.28,107.686,132.0,1602.11794
2023-02-25 09:35:00+00:00,ETH/USD,1602.35,1602.35,1601.02,1601.14,52.92097,78.0,1601.726022
2023-02-25 09:40:00+00:00,ETH/USD,1601.24,1602.25,1601.24,1602.02,22.50296,35.0,1601.790553
2023-02-25 09:45:00+00:00,ETH/USD,1602.02,1602.32,1599.85,1599.87,52.30144,75.0,1601.305773
2023-02-25 09:50:00+00:00,ETH/USD,1599.99,1602.72,1599.9,1602.38,239.84783,286.0,1601.523815
2023-02-25 09:55:00+00:00,ETH/USD,1602.37,1602.63,1600.94,1602.09,45.36254,67.0,1601.676915
2023-02-25 10:00:00+00:00,ETH/USD,1602.12,1602.17,1601.75,1601.75,15.80148,28.0,1601.97949
2023-02-25 10:05:00+00:00,ETH/USD,1601.74,1602.47,1601.5,1601.99,41.37443,68.0,1601.979263
2023-02-25 10:10:00+00:00,ETH/USD,1602.14,1602.36,1601.2,1601.679498,21.08733,39.0,1601.904457
2023-02-25 10:15:00+00:00,ETH/USD,1601.08,1601.57,1600.9,1600.96,33.92797,52.0,1601.264657
2023-02-25 10:20:00+00:00,ETH/USD,1600.89,1600.92,1598.28,1598.6,97.8953,183.0,1599.103269
2023-02-25 10:25:00+00:00,ETH/USD,1598.57,1599.7,1598.41,1598.92,64.4098,114.0,1599.142583
2023-02-25 10:30:00+00:00,ETH/USD,1599.12,1599.8,1597.06,1598.71,317.31657,387.0,1598.572294
2023-02-25 10:35:00+00:00,ETH/USD,1598.76,1599.91,1597.68,1598.12,182.49766,215.0,1598.982565
2023-02-25 10:40:00+00:00,ETH/USD,1597.75,1599.03,1596.75,1597.01,102.56185,153.0,1597.812935
2023-02-25 10:45:00+00:00,ETH/USD,1597.09,1599.6,1596.46,1598.24,368.29615,341.0,1598.127445
2023-02-25 10:50:00+00:00,ETH/USD,1598.04,1599.29,1597.21,1597.66,251.83668,257.0,1598.086597
2023-02-25 10:55:00+00:00,ETH/USD,1597.61,1598.0,1596.26,1596.8,217.17654,254.0,1597.142528
2023-02-25 11:00:00+00:00,ETH/USD,1596.98,1599.14,1596.33,1598.24,147.92181,165.0,1597.716547
2023-02-25 11:05:00+00:00,ETH/USD,1597.93,1600.94,1597.0,1600.29,222.98403,226.0,1599.432937
2023-02-25 11:10:00+00:00,ETH/USD,1600.33,1602.15,1600.24,1600.66,224.45962,256.0,1601.123494
2023-02-25 11:15:00+00:00,ETH/USD,1600.87,1601.01,1599.16,1600.32,124.86662,149.0,1600.14641
2023-02-25 11:20:00+00:00,ETH/USD,1600.31,1600.86,1598.22,1600.23,181.31014,187.0,1599.932661
2023-02-25 11:25:00+00:00,ETH/USD,1599.99,1602.28,1599.43,1602.28,95.91694,123.0,1600.741982
2023-02-25 11:30:00+00:00,ETH/USD,1602.31,1602.85,1600.39,1600.57,88.32701,113.0,1601.802385
2023-02-25 11:35:00+00:00,ETH/USD,1600.4,1601.85,1599.45,1601.02,210.80164,232.0,1600.81616
2023-02-25 11:40:00+00:00,ETH/USD,1600.94,1601.25,1599.71,1600.48,141.69707,157.0,1600.396388
2023-02-25 11:45:00+00:00,ETH/USD,1600.69,1601.1,1599.72,1600.19,115.0024,101.0,1600.464675
2023-02-25 11:50:00+00:00,ETH/USD,1600.01,1600.28,1598.23,1599.92,249.66282,189.0,1599.297638
2023-02-25 11:55:00+00:00,ETH/USD,1599.71,1600.88,1599.09,1600.35,94.95302,114.0,1600.060315
2023-02-25 12:00:00+00:00,ETH/USD,1600.15,1600.56,1599.79,1600.32,45.86834,59.0,1600.138211
2023-02-25 12:05:00+00:00,ETH/USD,1600.34,1600.65,1599.84,1600.17,48.21101,69.0,1600.206756
2023-02-25 12:10:00+00:00,ETH/USD,1600.16,1600.38,1598.84,1598.89,28.45991,48.0,1599.632612
2023-02-25 12:15:00+00:00,ETH/USD,1598.84,1599.06,1597.38,1597.8,52.18923,81.0,1598.135326
2023-02-25 12:20:00+00:00,ETH/USD,1597.86,1599.14,1596.59,1598.43,87.38041,132.0,1598.031385
2023-02-25 12:25:00+00:00,ETH/USD,1598.2,1598.83,1597.03,1598.49,79.66408,112.0,1598.01022
2023-02-25 12:30:00+00:00,ETH/USD,1598.27,1598.92,1597.7,1597.9,55.83576,70.0,1598.334075
2023-02-25 12:35:00+00:00,ETH/USD,1598.09,1598.09,1595.54,1596.13,364.37003,368.0,1596.614029
2023-02-25 12:40:00+00:00,ETH/USD,1596.14,1597.11,1595.25,1595.39,267.75173,295.0,1596.251595
2023-02-25 12:45:00+00:00,ETH/USD,1595.6,1598.95,1593.01,1598.81,743.72737,803.0,1595.590562
2023-02-25 12:50:00+00:00,ETH/USD,1598.79,1602.85,1598.36,1601.22,574.16481,606.0,1600.813165
2023-02-25 12:55:00+00:00,ETH/USD,1601.33,1603.01,1600.94,1602.63,467.64414,390.0,1602.171802
2023-02-25 13:00:00+00:00,ETH/USD,1602.54,1603.82,1601.47,1601.82,277.94131,218.0,1602.697051
2023-02-25 13:05:00+00:00,ETH/USD,1601.51,1602.19,1599.75,1600.23,135.3622,136.0,1601.114868
2023-02-25 13:10:00+00:00,ETH/USD,1599.98,1601.28,1599.85,1599.9,99.14793,99.0,1600.516605
2023-02-25 13:15:00+00:00,ETH/USD,1599.76,1600.99,1599.36,1600.45,62.1048,77.0,1600.290965
2023-02-25 13:20:00+00:00,ETH/USD,1600.81,1602.37,1600.0,1600.56,158.94155,182.0,1601.180433
2023-02-25 13:25:00+00:00,ETH/USD,1600.24,1601.73,1600.18,1601.48,192.47338,171.0,1600.949831
2023-02-25 13:30:00+00:00,ETH/USD,1601.54,1602.11,1600.89,1601.87,62.81078,85.0,1601.595085
2023-02-25 13:35:00+00:00,ETH/USD,1602.04,1602.98,1600.5,1601.09,102.9022,147.0,1601.988904
2023-02-25 13:40:00+00:00,ETH/USD,1601.15,1601.82,1600.44,1600.59,88.48387,124.0,1601.021427
2023-02-25 13:45:00+00:00,ETH/USD,1600.64,1601.17,1599.96,1600.16,67.05409,79.0,1600.452201
2023-02-25 13:50:00+00:00,ETH/USD,1600.21,1600.78,1599.59,1599.89,64.93339,94.0,1600.251638
2023-02-25 13:55:00+00:00,ETH/USD,1599.78,1599.96,1599.08,1599.41,42.33642,72.0,1599.405953
2023-02-25 14:00:00+00:00,ETH/USD,1599.5,1600.18,1598.92,1599.65,84.03959,92.0,1599.748886
2023-02-25 14:05:00+00:00,ETH/USD,1599.73,1600.31,1599.54,1599.93,44.8541,59.0,1599.926075
2023-02-25 14:10:00+00:00,ETH/USD,1599.91,1600.31,1598.19,1598.47,51.24967,87.0,1598.945059
2023-02-25 14:15:00+00:00,ETH/USD,1598.55,1599.53,1597.95,1598.4,82.77772,108.0,1598.675065
2023-02-25 14:20:00+00:00,ETH/USD,1598.28,1598.85,1598.01,1598.79,47.65086,63.0,1598.330538
2023-02-25 14:25:00+00:00,ETH/USD,1598.78,1600.78,1598.78,1600.78,92.75077,127.0,1599.880192
2023-02-25 14:30:00+00:00,ETH/USD,1600.59,1601.61,1600.1,1600.1,63.71401,111.0,1600.798698
2023-02-25 14:35:00+00:00,ETH/USD,1599.77,1600.11,1597.48,1597.85,65.75068,112.0,1598.714499
2023-02-25 14:40:00+00:00,ETH/USD,1597.76,1597.76,1596.23,1596.93,143.13137,192.0,1596.976481
2023-02-25 14:45:00+00:00,ETH/USD,1596.99,1598.97,1596.71,1597.89,146.08129,214.0,1597.587999
2023-02-25 14:50:00+00:00,ETH/USD,1598.37,1599.12,1597.9,1598.37,75.2214,118.0,1598.614498
2023-02-25 14:55:00+00:00,ETH/USD,1598.07,1599.25,1597.22,1597.26,68.44491,103.0,1598.121991
2023-02-25 15:00:00+00:00,ETH/USD,1597.27,1599.88,1597.26,1599.88,113.1222,138.0,1598.967042
2023-02-25 15:05:00+00:00,ETH/USD,1599.73,1600.01,1597.77,1597.78,93.27728,134.0,1598.658707
2023-02-25 15:10:00+00:00,ETH/USD,1597.93,1599.48,1597.93,1598.55,66.69741,109.0,1598.725026
2023-02-25 15:15:00+00:00,ETH/USD,1598.56,1598.56,1596.72,1597.51,55.66401,93.0,1597.426984
2023-02-25 15:20:00+00:00,ETH/USD,1597.65,1599.12,1597.65,1598.97,49.42434,84.0,1598.206835
2023-02-25 15:25:00+00:00,ETH/USD,1599.02,1599.54,1598.19,1598.53,76.10589,110.0,1598.872771
2023-02-25 15:30:00+00:00,ETH/USD,1598.75,1599.25,1597.72,1597.91,87.63797,117.0,1598.462609
2023-02-25 15:35:00+00:00,ETH/USD,1597.5,1597.55,1596.0,1596.14,95.29496,169.0,1596.622033
2023-02-25 15:40:00+00:00,ETH/USD,1596.01,1596.35,1595.25,1595.52,143.1853,170.0,1595.62027
2023-02-25 15:45:00+00:00,ETH/USD,1595.56,1596.63,1594.93,1595.06,216.1319,208.0,1595.572943
2023-02-25 15:50:00+00:00,ETH/USD,1594.9,1596.27,1594.31,1595.3,132.34461,160.0,1595.322168
