timestamp,open,high,low,close,volume,trade_count,vwap
2023-02-01 09:00:00+00:00,405.23,405.24,404.9,405.06,19938,119,405.161171
2023-02-01 09:15:00+00:00,405.18,405.32,405.14,405.26,5831,75,405.259473
2023-02-01 09:30:00+00:00,405.04,405.04,404.85,404.96,7549,82,404.961055
2023-02-01 09:45:00+00:00,404.92,405.16,404.87,404.87,6041,48,405.048081
2023-02-01 10:00:00+00:00,404.96,405.15,404.69,404.69,8703,80,404.899152
2023-02-01 10:15:00+00:00,404.71,404.92,404.68,404.85,7612,63,404.787503
2023-02-01 10:30:00+00:00,404.75,404.81,404.61,404.74,4396,60,404.69715
2023-02-01 10:45:00+00:00,404.79,404.86,404.69,404.8,4249,44,404.739645
2023-02-01 11:00:00+00:00,404.8,404.9,404.69,404.8,5546,58,404.825498
2023-02-01 11:15:00+00:00,404.87,405.22,404.87,405.21,11164,102,405.079205
2023-02-01 11:30:00+00:00,405.18,405.32,405.12,405.22,41468,124,405.202246
2023-02-01 11:45:00+00:00,405.22,405.25,405.1,405.25,4921,42,405.188653
2023-02-01 12:00:00+00:00,405.22,405.7,405.11,405.64,81698,546,405.359068
2023-02-01 12:15:00+00:00,405.66,405.9,405.52,405.77,45199,483,405.734022
2023-02-01 12:30:00+00:00,405.75,405.88,405.7,405.75,46968,550,405.7949
2023-02-01 12:45:00+00:00,405.8,405.86,405.39,405.76,54574,431,405.595454
2023-02-01 13:00:00+00:00,405.3799,405.89,404.83,405.3,87652,1765,405.546786
2023-02-01 13:15:00+00:00,405.25,405.93,405.2,405.4,237795,1442,405.441931
2023-02-01 13:30:00+00:00,405.37,405.62,405.31,405.33,36528,671,405.490489
2023-02-01 13:45:00+00:00,405.4,405.5,404.9,405.07,89501,1026,405.210446
2023-02-01 14:00:00+00:00,405.06,405.2,404.88,405.05,105465,1095,405.081384
2023-02-01 14:15:00+00:00,405.05,405.35,405.05,405.23,97555,970,405.193353
2023-02-01 14:30:00+00:00,405.211,405.8,404.81,405.28,4004813,33043,405.368361
2023-02-01 14:45:00+00:00,405.28,406.43,405.22,406.2,2236345,20325,405.971799
2023-02-01 15:00:00+00:00,406.21,406.3575,404.79,405.68,2636089,26587,405.400013
2023-02-01 15:15:00+00:00,405.67,405.74,405.02,405.56,1973536,17751,405.406358
2023-02-01 15:30:00+00:00,405.58,405.85,404.96,404.985,1664304,16633,405.563379
2023-02-01 15:45:00+00:00,404.995,405.14,403.9605,404.13,2721762,23648,404.496345
2023-02-01 16:00:00+00:00,404.1491,404.68,403.93,404.5901,1408608,13900,404.305361
2023-02-01 16:15:00+00:00,404.59,405.36,404.57,405.26,2406887,16394,405.084629
2023-02-01 16:30:00+00:00,405.25,405.54,405.09,405.33,1177821,11296,405.338648
2023-02-01 16:45:00+00:00,405.3299,405.3687,404.535,404.575,1807668,10949,404.897959
2023-02-01 17:00:00+00:00,404.565,404.66,404.02,404.215,1098515,11163,404.351711
2023-02-01 17:15:00+00:00,404.2,404.46,403.76,404.2714,1357411,12985,404.121124
2023-02-01 17:30:00+00:00,404.26,404.4499,404.02,404.3413,922013,9898,404.232324
2023-02-01 17:45:00+00:00,404.3411,404.37,404.03,404.13,1079490,8974,404.714294
2023-02-01 18:00:00+00:00,404.13,404.6,403.96,404.451,1022658,10760,404.293109
2023-02-01 18:15:00+00:00,404.465,404.58,404.191,404.58,1192279,9789,404.824626
2023-02-01 18:30:00+00:00,404.59,405.03,404.52,404.5989,1011446,11113,404.778519
2023-02-01 18:45:00+00:00,404.59,405.41,404.18,404.73,1763982,18650,404.66832
2023-02-01 19:00:00+00:00,404.72,406.1,402.4,405.44,5997111,54303,404.817359
2023-02-01 19:15:00+00:00,405.44,405.67,404.39,404.69,2338913,24015,404.991799
2023-02-01 19:30:00+00:00,404.68,408.83,402.35,408.6619,10417432,106382,406.078736
2023-02-01 19:45:00+00:00,408.68,410.28,408.08,409.12,8483292,82440,409.41904
2023-02-01 20:00:00+00:00,409.18,411.81,409.13,410.74,7568341,63586,410.109896
2023-02-01 20:15:00+00:00,410.73,411.32,409.59,411.24,5507141,42541,410.394483
2023-02-01 20:30:00+00:00,411.25,413.67,411.14,412.56,7875534,60765,412.177223
2023-02-01 20:45:00+00:00,412.55,412.78,409.98,410.79,11902781,84426,410.577576
2023-02-01 21:00:00+00:00,410.79,411.8,410.15,411.5,6915071,6283,410.543484
2023-02-01 21:15:00+00:00,411.5,412.02,410.8,411.43,557988,2034,411.469983
2023-02-01 21:30:00+00:00,411.43,411.75,411.42,411.56,173937,1210,411.603043
2023-02-01 21:45:00+00:00,411.56,411.65,411.4,411.63,357039,1417,411.124107
2023-02-01 22:00:00+00:00,411.63,411.88,411.55,411.88,56495,433,411.332054
2023-02-01 22:15:00+00:00,411.87,412.1494,411.73,412.12,49807,493,411.961488
2023-02-01 22:30:00+00:00,412.05,412.1,411.97,412.08,57984,829,412.035971
2023-02-01 22:45:00+00:00,412.08,412.1,412.02,412.05,54780,788,412.073739
2023-02-01 23:00:00+00:00,412.04,412.72,411.93,412.3,128169,1086,412.282705
2023-02-01 23:15:00+00:00,412.29,412.6,412.24,412.43,73397,649,412.462866
2023-02-01 23:30:00+00:00,410.8,412.41,410.8,412.22,39305,465,412.175142
2023-02-01 23:45:00+00:00,412.18,412.4,411.92,412.4,29391,395,412.161128
2023-02-02 00:00:00+00:00,412.43,412.44,411.7,411.7,36107,448,412.014143
2023-02-02 00:15:00+00:00,411.65,411.99,411.61,411.75,72521,1111,411.826591
2023-02-02 00:30:00+00:00,411.75,412.31,411.75,412.16,124818,1860,412.056473
2023-02-02 00:45:00+00:00,412.26,412.37,412.07,412.12,161374,1870,412.195777
2023-02-02 09:00:00+00:00,413.32,413.34,412.69,412.69,46538,289,413.18551
2023-02-02 09:15:00+00:00,412.66,412.66,412.24,412.37,11903,68,412.543257
2023-02-02 09:30:00+00:00,412.35,412.83,412.35,412.82,78972,233,412.640038
2023-02-02 09:45:00+00:00,412.77,412.95,412.72,412.84,45170,201,412.887213
2023-02-02 10:00:00+00:00,412.96,413.1,412.76,412.77,10207,82,412.919317
2023-02-02 10:15:00+00:00,412.78,412.92,412.63,412.71,5994,56,412.816061
2023-02-02 10:30:00+00:00,412.69,412.85,412.6,412.76,9644,71,412.690533
2023-02-02 10:45:00+00:00,412.78,412.83,412.57,412.71,7505,48,412.660181
2023-02-02 11:00:00+00:00,412.62,412.78,412.33,412.77,13716,106,412.539584
2023-02-02 11:15:00+00:00,412.83,412.97,412.83,412.88,8712,73,412.915302
2023-02-02 11:30:00+00:00,412.92,413.0,412.8,412.82,5977,68,412.884005
2023-02-02 11:45:00+00:00,412.75,412.75,412.21,412.5,8503,130,412.452182
2023-02-02 12:00:00+00:00,412.55,412.55,412.07,412.2,63122,436,412.247997
2023-02-02 12:15:00+00:00,412.25,412.47,412.07,412.07,37959,280,412.233425
2023-02-02 12:30:00+00:00,412.2,412.68,412.18,412.64,73504,509,412.41542
2023-02-02 12:45:00+00:00,412.65,413.11,412.24,413.08,165425,860,412.794687
2023-02-02 13:00:00+00:00,412.2199,413.51,411.95,413.13,276107,2318,412.816556
2023-02-02 13:15:00+00:00,413.05,413.78,412.81,413.43,386050,2284,413.430924
2023-02-02 13:30:00+00:00,413.47,413.95,413.28,413.68,192228,1674,413.660052
2023-02-02 13:45:00+00:00,413.78,414.83,413.62,414.66,392883,2730,414.377693
2023-02-02 14:00:00+00:00,414.63,415.07,414.37,414.56,224720,2356,414.702275
2023-02-02 14:15:00+00:00,414.53,415.06,414.26,414.86,307037,2466,414.745539
2023-02-02 14:30:00+00:00,414.86,415.08,413.62,413.7999,5329358,52280,414.40831
2023-02-02 14:45:00+00:00,413.78,414.74,413.33,413.555,3583464,31281,413.896466
2023-02-02 15:00:00+00:00,413.57,414.2,412.88,413.35,3546827,32058,413.504886
2023-02-02 15:15:00+00:00,413.35,414.86,413.22,414.67,3309382,29743,414.275532
2023-02-02 15:30:00+00:00,414.68,416.5694,414.67,416.34,4391849,36014,415.947727
2023-02-02 15:45:00+00:00,416.34,417.14,416.21,416.644,2797309,26066,416.663491
2023-02-02 16:00:00+00:00,416.65,417.05,416.29,416.51,3770413,25645,416.602546
2023-02-02 16:15:00+00:00,416.5,416.88,415.96,416.53,2830180,22018,416.435325
2023-02-02 16:30:00+00:00,416.535,417.07,416.07,416.25,2469232,18182,415.9822
2023-02-02 16:45:00+00:00,416.25,416.44,415.83,415.8592,1691121,15925,416.168997
2023-02-02 17:00:00+00:00,415.87,416.47,415.6,416.4253,2367445,18866,415.418297
2023-02-02 17:15:00+00:00,416.435,416.77,416.02,416.4509,2607063,14410,416.354047
2023-02-02 17:30:00+00:00,416.46,416.95,416.23,416.446,1829840,17966,416.619433
2023-02-02 17:45:00+00:00,416.445,416.725,415.98,416.6795,1973967,16240,416.392406
2023-02-02 18:00:00+00:00,416.67,417.3,416.48,416.635,2244632,19394,416.793443
2023-02-02 18:15:00+00:00,416.63,416.93,416.39,416.69,1653461,12531,415.750792
2023-02-02 18:30:00+00:00,416.685,417.6101,416.68,417.3,2344235,16970,417.130786
2023-02-02 18:45:00+00:00,417.32,418.07,417.18,418.055,2895487,18197,416.93494
2023-02-02 19:00:00+00:00,418.06,418.31,416.11,416.125,3603700,28818,417.312317
2023-02-02 19:15:00+00:00,416.125,416.34,415.46,415.59,3249127,25662,415.860169
2023-02-02 19:30:00+00:00,415.595,415.77,414.26,414.7415,3923397,32565,414.827714
2023-02-02 19:45:00+00:00,414.73,415.16,413.67,413.8001,3346494,27201,414.406796
2023-02-02 20:00:00+00:00,413.8101,414.71,413.23,414.71,3832539,30792,414.040842
2023-02-02 20:15:00+00:00,414.696,415.54,414.15,415.22,2981539,24262,414.983042
2023-02-02 20:30:00+00:00,415.25,416.09,414.65,415.07,5288603,31846,414.790698
2023-02-02 20:45:00+00:00,415.08,416.8,414.8,416.78,9064976,62617,415.59216
2023-02-02 21:00:00+00:00,416.78,418.13,414.24,414.35,9539548,7089,416.543258
2023-02-02 21:15:00+00:00,414.31,416.78,414.02,415.07,920997,2692,415.029769
2023-02-02 21:30:00+00:00,415.06,416.78,412.97,413.7,943363,3442,413.783825
2023-02-02 21:45:00+00:00,413.83,414.39,413.8,414.0,168320,953,414.063374
2023-02-02 22:00:00+00:00,413.94,414.11,413.75,414.1,135647,694,413.919111
2023-02-02 22:15:00+00:00,414.1,414.24,413.92,414.15,159952,530,414.044347
2023-02-02 22:30:00+00:00,414.06,416.0,414.06,415.25,139818,1407,415.192536
2023-02-02 22:45:00+00:00,415.2,415.8,415.15,415.31,61924,600,415.50699
2023-02-02 23:00:00+00:00,415.25,415.25,414.24,414.26,94020,732,414.693009
2023-02-02 23:15:00+00:00,414.25,414.31,414.05,414.14,48930,396,414.161599
2023-02-02 23:30:00+00:00,416.78,416.78,414.08,414.12,29253,299,414.246959
2023-02-02 23:45:00+00:00,414.1,414.1,413.86,413.99,42422,317,413.978484
2023-02-03 00:00:00+00:00,414.07,414.38,414.06,414.33,9090,194,414.268471
2023-02-03 00:15:00+00:00,414.32,414.54,414.32,414.5,15199,219,414.46039
2023-02-03 00:30:00+00:00,414.44,414.55,414.37,414.41,14739,178,414.459687
2023-02-03 00:45:00+00:00,414.43,414.5,414.37,414.45,45231,346,414.426316
2023-02-03 09:00:00+00:00,413.6,413.6,412.93,413.5,34660,231,413.194783
2023-02-03 09:15:00+00:00,413.5,413.65,413.33,413.48,6735,81,413.529581
2023-02-03 09:30:00+00:00,413.47,413.82,413.47,413.82,7902,72,413.674772
2023-02-03 09:45:00+00:00,413.81,413.81,413.45,413.45,12463,80,413.652533
2023-02-03 10:00:00+00:00,413.42,413.54,413.3,413.32,5053,57,413.405122
2023-02-03 10:15:00+00:00,413.28,413.32,413.04,413.04,4431,72,413.18919
2023-02-03 10:30:00+00:00,413.06,413.35,412.93,413.35,7230,68,413.077351
2023-02-03 10:45:00+00:00,413.28,413.5,413.28,413.44,3525,46,413.388094
2023-02-03 11:00:00+00:00,413.03,413.09,412.96,413.09,1416,35,413.024188
2023-02-03 11:15:00+00:00,413.12,413.49,412.96,413.49,8540,81,413.251576
2023-02-03 11:30:00+00:00,413.48,413.89,413.48,413.82,6976,94,413.766422
2023-02-03 11:45:00+00:00,413.79,413.8,413.48,413.5,8427,102,413.614708
2023-02-03 12:00:00+00:00,413.59,414.29,413.58,414.18,58213,466,413.946472
2023-02-03 12:15:00+00:00,414.25,414.32,413.7,413.91,38482,334,413.950339
2023-02-03 12:30:00+00:00,413.92,414.24,413.76,414.24,23165,227,413.996492
2023-02-03 12:45:00+00:00,414.22,414.59,414.2,414.52,107058,484,414.33709
2023-02-03 13:00:00+00:00,414.5,414.93,413.0,414.91,329226,1942,414.640164
2023-02-03 13:15:00+00:00,414.9,414.95,414.33,414.67,334140,1286,414.614862
2023-02-03 13:30:00+00:00,414.23,414.23,411.5,412.24,1837333,9474,412.496931
2023-02-03 13:45:00+00:00,412.22,412.3,411.13,411.9,863397,4531,411.69517
2023-02-03 14:00:00+00:00,411.86,412.05,411.08,411.29,369462,2493,411.509857
2023-02-03 14:15:00+00:00,411.27,411.74,410.84,411.67,355391,2382,411.307737
2023-02-03 14:30:00+00:00,411.59,413.83,411.44,413.49,4647647,43321,412.687546
2023-02-03 14:45:00+00:00,413.5,414.43,413.0,413.58,4156813,39405,413.751891
2023-02-03 15:00:00+00:00,413.46,414.6,412.43,414.56,4152010,40291,413.222032
2023-02-03 15:15:00+00:00,414.53,415.95,414.21,414.99,4689251,39787,415.393948
2023-02-03 15:30:00+00:00,414.99,416.7,414.81,416.39,3852553,29994,416.115113
2023-02-03 15:45:00+00:00,416.45,416.5301,415.11,415.65,3597218,24515,415.973639
2023-02-03 16:00:00+00:00,415.665,416.41,415.61,416.366,2806713,18612,416.183093
2023-02-03 16:15:00+00:00,416.355,416.62,415.62,416.3533,2391951,17517,416.305214
2023-02-03 16:30:00+00:00,416.37,416.97,415.63,416.09,2805157,21944,416.512325
2023-02-03 16:45:00+00:00,416.13,416.26,414.61,414.8,2072197,19895,415.561747
2023-02-03 17:00:00+00:00,414.77,415.91,414.56,415.85,1907605,14380,415.647615
2023-02-03 17:15:00+00:00,415.85,416.42,415.6,416.18,1404210,13319,416.140377
2023-02-03 17:30:00+00:00,416.175,416.54,416.052,416.13,1149537,10723,416.269871
2023-02-03 17:45:00+00:00,416.12,416.35,413.92,414.11,2027264,16817,415.331184
2023-02-03 18:00:00+00:00,414.12,414.27,412.65,413.42,4014354,26927,414.126388
2023-02-03 18:15:00+00:00,413.42,413.77,412.93,413.01,1902281,17981,413.332607
2023-02-03 18:30:00+00:00,413.0,413.195,412.12,412.21,2776516,23708,412.993629
2023-02-03 18:45:00+00:00,412.21,413.47,411.69,412.9792,2499980,22673,412.657537
2023-02-03 19:00:00+00:00,412.96,413.23,412.2,412.88,1996146,18542,412.740608
2023-02-03 19:15:00+00:00,412.89,412.94,411.86,412.5079,2164688,17754,412.798578
