timestamp,open,high,low,close,volume,trade_count,vwap,9EMA,20EMA,50EMA,200SMA,ATR,RSI,BB_UPPER,BB_LOWER,MACD,Entry Time,Entry Price,Exit Time,Exit Price,Exit
2023-02-23 18:15:00+00:00,1641.55,1646.03,1639.27,1644.98,449.87832,478.0,1641.895204,1646.2526388720437,1649.3412501132302,1652.48061289771,1659.8303,6.557857142857123,43.42728662620261,1662.124645940611,1638.4663540593895,-2.931023744846925,2023-02-23 18:15:00+00:00,1644.98,2023-02-23 19:10:00+00:00,1651.537857142857,1
2023-02-23 19:15:00+00:00,1650.37,1655.0,1650.37,1653.73,177.37873,318.0,1652.835084,1647.9927769632623,1647.7689537957872,1650.2365146602008,1659.7622000000001,3.785000000000017,58.00036037347055,1657.1299320557598,1635.9020679442403,-0.6331609920698611,2023-02-23 19:15:00+00:00,1653.73,2023-02-23 19:55:00+00:00,1649.945,-1
2023-02-23 20:00:00+00:00,1652.07,1657.11,1652.03,1656.75,65.27738,138.0,1655.200094,1652.9264070469808,1651.2698549176469,1651.2799524418,1658.92077586895,3.6369875864285826,60.530036789175476,1658.7186141056427,1640.8169032733572,1.3623035061425526,2023-02-23 20:00:00+00:00,1656.75,2023-02-23 20:05:00+00:00,1653.1130124135714,-1
2023-02-23 20:10:00+00:00,1653.46,1658.27,1653.18,1656.61,344.41222,298.0,1655.996985,1653.7005005100682,1651.9413098079929,1651.5598459093949,1658.7513258689503,3.9355590149999995,58.506255582484364,1659.5685062383216,1642.0070111406783,1.5615344234863642,2023-02-23 20:10:00+00:00,1656.61,2023-02-23 20:45:00+00:00,1652.6744409849998,-1
2023-02-23 20:50:00+00:00,1652.88,1653.83,1649.98,1650.53,182.43295,252.0,1652.14234,1653.748790506056,1653.2302307982131,1652.3729864375396,1658.18902586895,3.610054589999972,45.46275638512891,1658.1673392264142,1650.2731781525858,0.9197527591979906,2023-02-23 20:50:00+00:00,1650.53,2023-02-23 21:10:00+00:00,1654.1400545899999,1
2023-02-23 21:15:00+00:00,1654.03,1656.18,1652.46,1655.79,47.67531,121.0,1654.178716,1653.6706148730248,1653.2892214490378,1652.5336211150236,1657.8028258689499,3.0502098607142734,56.35571743044888,1658.139671832397,1649.768845546603,0.6251519170116353,2023-02-23 21:15:00+00:00,1655.79,2023-02-23 21:25:00+00:00,1652.7397901392858,-1
2023-02-23 21:30:00+00:00,1651.61,1652.42,1650.26,1650.8,73.16341,134.0,1651.633201,1652.7327948149893,1652.9171612049263,1652.4628296459468,1657.5418758689498,2.6699999999999915,45.60823694014934,1658.280684716234,1649.4388326627661,0.13693153996950969,2023-02-23 21:30:00+00:00,1650.8,2023-02-23 21:50:00+00:00,1648.1299999999999,-1
2023-02-23 21:55:00+00:00,1647.31,1648.41,1644.23,1644.86,76.58478,180.0,1646.326972,1649.3184390049764,1650.9833471459644,1651.685977469294,1656.98322586895,2.580714285714277,34.176431661815684,1658.7463754276725,1645.845624572327,-1.2454430457237322,2023-02-23 21:55:00+00:00,1644.86,2023-02-23 22:00:00+00:00,1642.2792857142856,-1
2023-02-23 22:05:00+00:00,1643.23,1646.12,1641.78,1643.08,107.63926,235.0,1643.695602,1647.106200963185,1649.567728616058,1651.0321126345173,1656.72452586895,2.6928571428571297,31.40310125580922,1658.5567244957676,1643.2482755042317,-2.0360088384240953,2023-02-23 22:05:00+00:00,1643.08,2023-02-23 22:10:00+00:00,1640.3871428571429,-1
2023-02-23 22:15:00+00:00,1640.56,1642.79,1639.11,1642.13,45.34613,93.0,1640.921514,1644.9899686164388,1648.043560159607,1650.2710761341514,1656.4777758689497,2.9885714285714067,33.72799708384724,1658.5212320545074,1640.433767945493,-2.71123567722384,2023-02-23 22:15:00+00:00,1642.13,2023-02-23 22:25:00+00:00,1645.1185714285716,1
