Ticker,Timeframe,Risk,Reward,Win Rate (%),Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk:Reward Ratio,Profit Factor
AAPL,1hour,1,1,51.32957292506044,1.3334539960982332,-0.07802330594452597,0.5665346774338378,-0.5460139705327186,0.02505249905204884,1.2940563086548489,0.25312276595305067,0.006103108036934,360.88258952535466,-329.7924382017621,637,1241,1.0,1.094271874434465
AAPL,1hour,2,1,70.3601108033241,1.1603569211918496,-0.029278441211548732,0.6661813710212284,-1.4237453835532698,0.04672939667366255,0.4125714285714286,0.6671361324235663,0.010478980302362311,169.21006823939203,-152.34075604019986,254,361,0.5,1.1107340716803367
AAPL,1hour,3,1,80.03384094754654,1.7646059359574022,-0.02259221484587808,0.5782482262224268,-1.808457243749088,0.10171481597430704,0.615625,0.8402386383874322,0.010494939185919254,273.51141100320785,-213.3979547623924,473,591,0.3333333333333333,1.2816964966123912
AAPL,1hour,4,1,84.40748440748442,1.578393987073464,-0.015291133282203365,0.5838271247747903,-2.501220506517308,0.10279059182903691,0.5073839662447257,1.2407251791984812,0.01240876369509231,237.03381265856484,-187.5915379887981,406,481,0.25,1.263563459204216
AAPL,1hour,5,1,87.05882352941177,1.5018589349363156,-0.011033189754822278,0.5653151582079824,-3.1082174350210137,0.08991682261364184,0.53125,1.7312157407167932,0.01401619207087323,250.9999302443442,-205.14235071138688,444,510,0.2,1.2235402849481527
AAPL,1hour,6,1,86.34361233480176,0.9471989514495743,-0.01057590446429906,0.5399199138342654,-3.4945702967958394,-0.011045709643854814,0.2451403887688985,1.9015354350377458,0.01577289182503561,105.82430311151603,-108.33167920067103,196,227,0.16666666666666666,0.9768546365416306
AAPL,1hour,7,1,91.73789173789174,1.8273716660801673,-0.007909061061079461,0.608934655611163,-4.5222291688693135,0.18499234532645129,0.3758029978586724,2.2948459250178415,0.01584314504668283,196.07695910679448,-131.1446458972101,322,351,0.14285714285714285,1.495119818009785
AAPL,1hour,8,1,90.47619047619048,1.2518163569958936,-0.012497639996410008,0.5731736037798931,-4.761816234022404,0.06507933351300785,0.4721627408993576,1.5482288392390926,0.01654902123687993,228.6962679081774,-199.99628182894094,399,441,0.125,1.1435025982322204
AAPL,1hour,9,1,91.59663865546219,1.2456052367253614,-0.01151354097127489,0.6008717223778248,-5.61478699468883,0.07854746043945042,0.3822269807280514,1.6688632492422424,0.01810642334942081,196.48505321754874,-168.44360984066492,327,357,0.1111111111111111,1.1664737736469133
AAPL,1hour,10,1,92.64705882352942,1.402486323301269,-0.009749105830559905,0.5668714077194023,-5.795526982081248,0.09904799670464842,0.425,1.9498731846120263,0.01758265272475697,214.27739211793403,-173.86580946243745,378,408,0.1,1.2324297271582152
AAPL,1hour,1,2,38.669950738916256,2.0598335903111598,-0.07845845304762782,1.0784833468097625,-0.5289826238632641,0.09262367514083732,0.8475991649269311,0.24310654247813163,0.008499515293732659,338.6437708982654,-263.43334668390554,314,812,2.0,1.28550077338768
AAPL,1hour,2,2,55.23012552301255,1.1602192035924908,-0.03005468564976941,1.0486001692212965,-1.138090661383747,0.06962142915962424,0.2510504201680672,0.6422887244056689,0.012187133460974013,138.41522233721113,-121.77570076806093,132,239,1.0,1.1366407375543872
AAPL,1hour,3,2,65.58265582655827,1.273222134668816,-0.02001145468636469,1.1045468585106668,-1.87868846931997,0.07779648822749356,0.384375,0.9605516150119003,0.015627479349212093,267.30033975958133,-238.59343560363618,242,369,0.6666666666666666,1.1203172421039889
AAPL,1hour,4,2,71.19565217391305,1.4092982798591118,-0.017476657439639366,1.1120635247946389,-2.371994916321923,0.10850321295128151,0.38373305526590196,1.082298942793577,0.01734312361615731,291.3606434961954,-251.43146113012386,262,368,0.5,1.158807422852333
AAPL,1hour,5,2,77.67295597484278,2.149455081427548,-0.01566154162222104,1.1550838683712752,-2.8645369189640375,0.25762136553854803,0.33194154488517746,1.1125205145764934,0.018168936336815215,285.30571548770496,-203.38212124644664,247,318,0.4,1.402806272936784
AAPL,1hour,6,2,76.875,0.9761347769866304,-0.01463655427943262,1.055690222811562,-3.4495367830484,0.013856477706445958,0.33368091762252344,1.356974793640123,0.020497701214637343,259.69979481164427,-255.26572194558162,246,320,0.3333333333333333,1.017370420251756
AAPL,1hour,7,2,80.50541516245488,1.2743719655042203,-0.014181111814559439,1.0486577884526136,-3.773647609549962,0.1085693715134832,0.28914405010438415,1.3337675164119545,0.02029273420376825,233.8506868249328,-203.77697091569792,223,277,0.2857142857142857,1.1475815239283162
AAPL,1hour,8,2,82.40343347639485,1.1639057651566773,-0.010256617756065903,1.0649524087615996,-4.464324936436579,0.09198944243917323,0.2429614181438999,1.8602726580430509,0.0228443052886204,204.47086248222712,-183.03732239389976,192,233,0.25,1.1170992877736814
AAPL,1hour,9,2,85.0,1.3961315924558857,-0.00793930085114815,1.1358952717668442,-5.291559492895915,0.17177705706743043,0.2502606882168926,2.302750553492603,0.025090258370902372,231.72263544043622,-190.49614174425292,204,240,0.2222222222222222,1.2164164235490458
AAPL,1hour,10,2,85.65022421524664,1.2560037903993038,-0.007275780917339387,1.1301732915664624,-5.778076474678489,0.13885493945956373,0.23253388946819603,2.5580004149176903,0.026486096852357425,215.86309868919435,-184.89844718971165,191,223,0.2,1.1674684237218715
