,Probability Threshold,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
10,0.6,10,10,59.66845032000839,1.7483615312214482,542458058538332.44,-0.02275805963374107,1.4444775640287324,-1.2223044916325996,0.3689230343925809,22.63895486935867,0.7167030018627715,0.01573636218494311,8214.7439066314,-4698.5384658357125,5687,9531,2.0,1.0
11,0.61,10,10,59.735902153912754,1.7599915551035383,326026932210651.1,-0.022595266006841502,1.4529359352814506,-1.224766602956887,0.37478316525800476,21.94536817102138,0.7192731584792603,0.015800345259995824,8018.753426818325,-4556.131762999619,5519,9239,2.0,1.0
12,0.62,10,10,59.7596585804133,1.7736374878374914,163148948645442.16,-0.02245443961885075,1.4605685471435668,-1.2229354525945104,0.38071737564069946,21.149643705463184,0.7211414098260973,0.0158518189621796,7771.685239350919,-4381.777726646132,5321,8904,2.0,1.0
13,0.63,10,10,59.74482032073042,1.7817042661934521,64027884860750.23,-0.022287082876424398,1.4704531418723001,-1.224881455754961,0.3854413566399285,20.292161520190025,0.7244369540474833,0.015931119531017456,7505.19283611622,-4212.367326341311,5104,8543,2.0,1.0
14,0.64,10,10,59.76591075347476,1.7933810897603828,28452983465576.94,-0.02212367154196799,1.4793845765775042,-1.22537176080407,0.3911504978943546,19.482185273159146,0.7272072806964717,0.015998382880436455,7251.943194382926,-4043.72681065343,4902,8202,2.0,1.0
15,0.65,10,10,59.83460559796438,1.812119895297116,14711269316724.22,-0.021892347514561903,1.4891765198608804,-1.2242205019493424,0.399329904357716,18.66983372921615,0.7311550735148815,0.01606606335897172,7003.597172905721,-3864.864124654074,4703,7860,2.0,1.0
16,0.66,10,10,59.70666666666666,1.808107074030789,3534935658146.8057,-0.021733143052972186,1.4948538612702078,-1.2250793558121598,0.39890210366715256,17.81472684085511,0.7367079360911326,0.016109777481299544,6693.9555907679905,-3702.1898132643464,4478,7500,2.0,1.0
17,0.67,10,10,59.94955156950673,1.8445955441868909,2392309036803.64,-0.021401300368789136,1.5054521840921133,-1.2216431569974626,0.41323827085864806,16.950118764845605,0.7414323904613882,0.01617365677765332,6440.324443546061,-3491.4561426987484,4278,7136,2.0,1.0
18,0.68,10,10,60.349940688018975,1.8996364029011998,1862555393610.2463,-0.021055985784961765,1.514594900015805,-1.2135537399472018,0.43288234615146903,16.01900237529691,0.744262306145633,0.016211854531717966,6164.401243064326,-3245.042700618818,4070,6744,2.0,1.0
19,0.69,10,10,60.4386933880385,1.9273183467749835,634947844216.1464,-0.02080343206808238,1.5231753119974778,-1.2073713782932713,0.4429353636687881,15.052256532066508,0.7484652682477979,0.016266900281916775,5833.761444950341,-3026.880045381231,3830,6337,2.0,1.0
20,0.7,10,10,60.49774511441457,1.949715112631647,237459810744.78827,-0.02048161849665435,1.532996041261579,-1.204168261549954,0.45175442172770974,14.220902612826603,0.7559195473371377,0.016353523287443057,5552.511661449439,-2847.8579385656412,3622,5987,2.0,1.0
21,0.71,10,10,60.23339317773788,1.9593655058367918,51140488800.872505,-0.020274290449037037,1.5501551909759321,-1.1983357470542595,0.45717360610396174,13.23040380047506,0.7609767640323598,0.016483464716147308,5200.7706657242525,-2654.3136797251846,3355,5570,2.0,1.0
22,0.72,10,10,60.12868005459154,1.9992703488396348,15887500481.470438,-0.01988681879344036,1.572919330029184,-1.1864678694303006,0.47271523120004655,12.18289786223278,0.7679884775254886,0.01660877751451327,4850.883213810003,-2426.326792984965,3084,5129,2.0,1.0
