timestamp,open,high,low,close,volume,trade_count,vwap,9EMA,20EMA,50EMA,200SMA,ATR,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,Entry Price,Entry Time,Exit Price,Exit Time,Exit
2023-08-24 13:00:00+00:00,1666.78,1668.12,1666.78,1667.435,0.000598877,1.0,1668.12,1667.4892009266994,1668.0551847687734,1669.455160085388,1674.6704975,1.8343928571428185,45.43844146012633,1673.1179818039145,1668.339775,1663.5615681960853,-0.724603122654571,1667.435,2023-08-24 13:00:00+00:00,1658.263035714286,2023-08-24 14:15:00+00:00,-1
2023-08-24 13:05:00+00:00,1666.95,1667.88,1666.95,1667.45,0.0,0.0,0.0,1667.4813607413596,1667.9975481241283,1669.376526356549,1674.5726025,1.7561428571428255,45.515421727585775,1672.5928551393952,1668.1150750000002,1663.6372948606052,-0.6853180146656541,1667.45,2023-08-24 13:05:00+00:00,1658.669285714286,2023-08-24 14:15:00+00:00,-1
2023-08-24 13:10:00+00:00,1666.5015,1666.5015,1664.935,1665.905,0.0,0.0,0.0,1667.1660885930878,1667.7982578265924,1669.2403880680567,1674.4607525,1.8273214285713948,39.35617698702233,1671.712036362624,1667.7620749999999,1663.8121136373757,-0.7699770552476366,1665.905,2023-08-24 13:10:00+00:00,1656.768392857143,2023-08-24 14:20:00+00:00,-1
2023-08-24 13:15:00+00:00,1665.1895,1666.11,1664.935,1664.984,0.527619081,1.0,1666.11,1666.7296708744705,1667.530233271679,1669.073470888917,1674.3466725,1.806178571428534,36.21046590183716,1670.838657544248,1667.386525,1663.9343924557518,-0.9010007815697918,1664.984,2023-08-24 13:15:00+00:00,1655.9531071428573,2023-08-24 14:25:00+00:00,-1
2023-08-24 13:20:00+00:00,1664.9175,1664.94,1663.065,1663.3295,0.0,0.0,0.0,1666.0496366995767,1667.130163436281,1668.848217128567,1674.2206700000002,1.8273571428571,31.361060491592312,1670.3864625484837,1666.9894,1663.5923374515162,-1.125369789012666,1663.3295,2023-08-24 13:20:00+00:00,1654.1927142857146,2023-08-24 14:25:00+00:00,-1
2023-08-24 13:25:00+00:00,1664.028,1665.333,1664.028,1665.1125,0.0,0.0,0.0,1665.8622093596614,1666.9380050137781,1668.701718417643,1674.1205825,1.8439999999999697,40.59425678641005,1669.5604385125177,1666.6875249999998,1663.814611487482,-1.1460991277326684,1665.1125,2023-08-24 13:25:00+00:00,1655.8925000000002,2023-08-24 14:25:00+00:00,-1
2023-08-24 13:30:00+00:00,1664.7215,1664.7215,1662.347155175,1663.528,0.0,0.0,0.0,1665.3953674877293,1666.6132426315135,1668.4988274993038,1674.0124649999998,1.934024630357109,35.96428336185285,1669.4443850778653,1666.4239249999998,1663.4034649221344,-1.275677964305487,1663.528,2023-08-24 13:30:00+00:00,1653.8578768482146,2023-08-24 14:25:00+00:00,-1
2023-08-24 13:35:00+00:00,1663.9625,1665.56,1662.707,1665.165,0.00953433,1.0,1665.56,1665.3492939901835,1666.4753147618453,1668.3680891659978,1673.9173575,1.9682389160713976,43.175236302134806,1669.3598711443515,1666.317925,1663.2759788556486,-1.2320753096059889,1665.165,2023-08-24 13:35:00+00:00,1655.323805419643,2023-08-24 14:25:00+00:00,-1
2023-08-24 13:40:00+00:00,1663.665,1664.5,1661.75431035,1662.583,0.003676778,2.0,1662.42341,1664.7960351921472,1666.10461811786,1668.1412229241942,1673.8145975,2.054252462499968,36.242820317877886,1669.6256668542205,1666.15875,1662.6918331457796,-1.3898444512556125,1662.583,2023-08-24 13:40:00+00:00,1652.3117376875002,2023-08-24 14:30:00+00:00,-1
2023-08-24 13:45:00+00:00,1662.177155175,1663.0,1660.95,1660.95,0.204994488,1.0,1661.75431,1664.026828153718,1665.6137021066352,1667.8592141820689,1673.703005,2.038181033928546,32.66998160188817,1670.1003876366349,1665.92375,1661.747112363365,-1.627881876180254,1660.95,2023-08-24 13:45:00+00:00,1650.7590948303573,2023-08-24 14:30:00+00:00,-1
