,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
40,1,5,19.841269841269842,1.0728636232490882,1.162204944700226,-0.14996083480840955,0.7634783237152715,-0.17614520522704288,0.010288034642463889,3.8907363420427554,0.132682107824993,0.0047362240030645025,248.1304552074632,-231.2786544631073,325,1638,2.0,5.0
41,2,5,31.48371531966224,1.1705141666171426,1.4442330742926026,-0.07748805309881497,1.0375087379556835,-0.4072932947646544,0.04758406414971016,1.973809523809524,0.25196347795195134,0.008084684214515869,270.7897806064334,-231.3425914263237,261,829,2.0,2.5
42,3,5,41.62162162162162,1.201351717615386,1.4608737573021426,-0.05154413268871338,1.0486510741861241,-0.6223401240479965,0.07315350981161053,1.3214285714285714,0.3738246022733663,0.009876751852060054,242.2383981369947,-201.63820019155088,231,555,2.0,1.6666666666666667
43,4,5,51.21293800539084,1.2407963828837587,1.4494085625200608,-0.03893731375669409,1.0774354494475387,-0.9115190884013195,0.10708296602262408,0.8918269230769231,0.4861447417265518,0.01187028460319507,204.71273539503235,-164.98495500063882,190,371,2.0,1.25
44,5,5,56.75675675675676,1.2872468665707026,1.4829037428818703,-0.025863412809378795,1.1226252245690955,-1.1446488202937168,0.14218239435814972,0.7132530120481928,0.7183188155927178,0.013434971815440842,188.6010377276081,-146.51504899759576,168,296,2.0,1.0
45,6,5,64.5,1.5354523295963434,1.697529718704241,-0.021295933795827726,1.2300342284623011,-1.4555000367372217,0.27666956431647066,0.4819277108433735,0.8092298051852332,0.01536315437753552,158.67441547163685,-103.34050260834273,129,200,2.0,0.8333333333333334
46,7,5,66.3594470046083,1.2864971243378802,1.403686083254987,-0.018181544868812682,1.1468980540907943,-1.7585536732935365,0.1694880259845449,0.5228915662650603,1.0067967200935626,0.016184187366893015,165.1533197890744,-128.37441815042817,144,217,2.0,0.7142857142857143
47,8,5,69.64285714285714,1.5981485286633108,1.7010653265837048,-0.01593442021622805,1.2693769242565276,-1.8221710626244658,0.33087128538194027,0.4097560975609756,1.0474988684672526,0.016838484638635593,148.51710013801375,-92.93072419384777,117,168,2.0,0.625
48,9,5,68.53932584269663,1.2914393498343961,1.1811349741210335,-0.01219565660027706,1.3373075998599964,-2.2559480850881726,0.20684513717967365,0.22474747474747475,1.4703225267753028,0.019802355988601337,81.57576359145978,-63.16654638246884,61,89,2.0,0.5555555555555556
49,10,5,73.91304347826086,1.367646373165063,1.3995334564574406,-0.008987218991222215,1.356556527150374,-2.810358658745314,0.26953517430802054,0.3325301204819277,1.925473082810287,0.02256375621227608,138.36876576933815,-101.17291171483132,102,138,2.0,0.5
50,1,6,17.209631728045327,1.1334260945568495,1.2763034453910964,-0.17537586709232073,0.9132010935586719,-0.16748078131800678,0.018500589500005223,3.386091127098321,0.1129858653503849,0.004968963965765848,221.90786573475725,-195.7850333607499,243,1412,2.0,6.0
51,2,6,27.953890489913547,1.186834379047007,1.4177283743423064,-0.08240764829691563,1.2333136658667156,-0.40319501255139545,0.05427283127153471,1.6722891566265061,0.23611002242388837,0.008969688578523828,239.26285117814285,-201.59750627569775,194,694,2.0,3.0
52,3,6,40.047393364928915,1.2321145067903676,1.4359117084417632,-0.053367627300677185,1.216979371652773,-0.6597787583892021,0.09181395245699177,1.0292682926829269,0.3575549718169305,0.011059124245428825,205.66951380931863,-166.92402587246812,169,422,2.0,2.0
53,4,6,45.64459930313589,1.332896449854096,1.5097971585812304,-0.03860141073396977,1.335869589725021,-0.8416167098560288,0.15228818646842257,0.691566265060241,0.47866432298692274,0.01323333635834324,174.99891625397774,-131.29220673754048,131,287,2.0,1.5
54,5,6,51.931330472103,1.2313593804396117,1.313439869401331,-0.026796050184035598,1.3091263022898483,-1.148587466866143,0.12773599265263344,0.5682926829268292,0.6987089494491295,0.014653948674943507,158.40428257707165,-128.64179628900803,121,233,2.0,1.2
