,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
0,1,1,50.49480455220188,1.0640150061110512,1.6224997997447974,-0.273064530670048,0.13517517495669626,-0.12958212674420538,0.004106555287348365,28.734597156398106,0.0730923727008818,0.0015187594397360813,827.6775962598512,-777.881506845465,6123,12126,2.0,1.0
1,2,1,67.62995747635165,1.1289479113440957,3.69532131197301,-0.1305748667735455,0.1502439353404126,-0.2780474334055757,0.011605837152220643,27.305687203791468,0.15228000701668176,0.002287981331701046,1170.8509881078357,-1037.1169266027973,7793,11523,2.0,0.5
2,3,1,75.77437858508604,1.1398711027359807,4.24158306291024,-0.08902081630489873,0.15275964933164293,-0.41917981953875083,0.014203758880631669,24.786729857819907,0.2230709988457039,0.002785196493789522,1210.7729806026018,-1062.2016627111948,7926,10460,2.0,0.3333333333333333
3,4,1,79.81448038088985,1.073360778787535,2.211037758506173,-0.06560710339448539,0.1268901479823246,-0.4674379180831833,0.006921939604793482,28.86729857819905,0.30378997963240895,0.0028519743749124454,1233.752908832142,-1149.429840566548,9723,12182,2.0,0.25
4,5,1,83.22021116138764,1.0817597385409634,2.2687950756334048,-0.05063743445023219,0.13136602187483432,-0.6022746127242737,0.008262672554848204,25.137440758293838,0.3933329855805954,0.0032754879713749662,1159.6992411110373,-1072.0488106492073,8828,10608,2.0,0.2
5,6,1,87.08089532831801,1.2166677377078483,7.3652790737178675,-0.04046911379890243,0.12319298550466029,-0.6825028304973257,0.01910429970000136,25.51421800947867,0.489483340342808,0.003326288541478577,1155.0574320916949,-949.3614372217802,9376,10767,2.0,0.16666666666666666
6,7,1,88.7104261442763,1.18014617827212,5.876837983995994,-0.035365587223171395,0.1264990228029056,-0.8422644737058114,0.01712975237726268,25.523696682464454,0.5606778801974956,0.003687863640996295,1208.698162881763,-1024.1936000262667,9555,10771,2.0,0.14285714285714285
7,8,1,89.90015360983102,1.1457567318828277,5.730154752882089,-0.03209682022157226,0.12396111903323437,-0.9630276036856255,0.01417692776016979,30.85308056872038,0.6186977583857853,0.0038996144021554123,1450.964898284008,-1266.3812988465975,11705,13020,2.0,0.125
8,9,1,91.0254333387332,1.145247093426219,5.33781258388208,-0.027884328445414164,0.12524176519904395,-1.1091728977720314,0.014458398394252808,29.255924170616115,0.7120636258078104,0.0041989139455045075,1407.4669573068559,-1228.9635707314108,11238,12346,2.0,0.1111111111111111
9,10,1,91.55357142857142,1.0729411528949262,2.2668650625500972,-0.024731308267864103,0.13697231973930352,-1.3837546222412633,0.008525204818444883,26.540284360189574,0.8052444187796083,0.004901969196794742,1404.5141666068182,-1309.0318726402352,10254,11200,2.0,0.1
10,1,2,34.60277239528991,1.1144614691480963,3.36040106314397,-0.2743025106285178,0.2605619830511688,-0.12370793326266344,0.009260111262982925,31.796208530805686,0.07257461421609206,0.002130737522617774,1209.7892873065766,-1085.5371143798716,4643,13418,2.0,2.0
11,2,2,51.5625,1.1883165853854036,11.745879626396416,-0.13125735464705252,0.28658263969310116,-0.2567260661055263,0.023417485321890977,25.47867298578199,0.15058832474516085,0.0031721164177645664,1588.814154458553,-1337.029352277581,5544,10752,2.0,1.0
12,3,2,60.80691642651297,1.1494841394977364,9.516450694827078,-0.08699984915014111,0.2828654110923923,-0.3817863602108417,0.02236788689285393,24.66824644549763,0.22731443013127783,0.0038001342987365647,1790.5380522148434,-1557.6883496602343,6330,10410,2.0,0.6666666666666666
13,4,2,67.24243040032513,1.1251607349288453,6.502498669359693,-0.060986429591527384,0.26649943848209634,-0.4861983268062162,0.01993394414258006,23.322274881516588,0.32467322142309885,0.004260064600922265,1763.6932838745138,-1567.5034056232412,6618,9842,2.0,0.5
14,5,2,73.07733677530386,1.1763677401953407,13.3082285573519,-0.04642794525690184,0.2644072990943294,-0.6100915734436044,0.028968912737176736,22.03080568720379,0.42453549825572257,0.004731125598361303,1796.383190046874,-1527.0592083293418,6794,9297,2.0,0.4
15,6,2,77.56572936757689,1.2402102324868343,41.6819222537076,-0.04134537873825507,0.26030022305835065,-0.7256666361328575,0.03910574952139297,23.343601895734597,0.4742716865390031,0.004954383991834313,1988.9540043888574,-1603.7232658536152,7641,9851,2.0,0.3333333333333333
16,7,2,79.91858887381275,1.191307040478551,25.714105250663156,-0.03433437317067017,0.276848138295601,-0.9248503779115944,0.0355301187587422,22.703791469194314,0.5721583648771513,0.0056964134546355315,2119.826194929417,-1779.4121271019076,7657,9581,2.0,0.2857142857142857
17,8,2,81.8533969010727,1.1618530109126783,21.717138157886517,-0.030799032025193834,0.2853564520731947,-1.1078421268936,0.032538235568195344,23.85781990521327,0.6388063634020728,0.006235019311323446,2351.622521535198,-2024.0275658346072,8241,10068,2.0,0.25
18,9,2,84.03557243999309,1.2029510831189556,59.1203742116686,-0.02926831704010467,0.26135018809374577,-1.1436276888309302,0.03705351269798292,27.445497630331754,0.6706728250251991,0.006011294011211191,2543.7213807164276,-2114.56759664839,9733,11582,2.0,0.2222222222222222
19,10,2,85.33298782067892,1.2190737622611956,85.27287401185761,-0.026060690064292347,0.2635751306194659,-1.257910510078557,0.04041864639166573,27.433649289099527,0.7519299561040019,0.0063040627949136245,2603.858715389704,-2135.93204611339,9879,11577,2.0,0.2
20,1,3,27.904005839948898,1.2578382042533989,14.010389442071306,-0.2643393281731271,0.42848795127122186,-0.1318466963664988,0.024509116433587858,25.96919431279621,0.07473314308616912,0.0028972490945627016,1310.3161549873964,-1041.7207479917072,3058,10959,2.0,3.0
21,2,3,43.70921696574225,1.28970048421376,64.63759862591883,-0.12753276425019233,0.4414386934779428,-0.2657769242941971,0.04334148449344199,23.24170616113744,0.1534239869268424,0.004074971519829471,1892.4476789399407,-1467.3543990282622,4287,9808,2.0,1.5
22,3,3,52.63157894736842,1.248793500188623,77.35997078361001,-0.08175035758385171,0.43775118813732267,-0.38948810108957416,0.04590099850352942,23.0521327014218,0.2390324714472524,0.004881696339650189,2241.2860832630918,-1794.7611698207577,5120,9728,2.0,1.0
23,4,3,59.214854111405835,1.1885089039897998,38.4248746030441,-0.05989872493543015,0.42870424023070625,-0.5237016990397093,0.04026408844763174,22.334123222748815,0.32717489623776325,0.005554072202481885,2392.5983647275716,-2013.1093311086424,5581,9425,2.0,0.75
24,5,3,64.94258818661426,1.1962244236689574,60.963014979564846,-0.048115597617909865,0.4163132719316843,-0.6446995001827456,0.044349655018908564,22.907582938388625,0.4064483123562302,0.00602973676256684,2613.614721187114,-2184.886606119325,6278,9667,2.0,0.6
25,6,3,70.11852149457613,1.2109624686709617,120.26342889817228,-0.03942770787658333,0.4117015501288768,-0.79777879188732,0.0502909417019799,23.592417061611375,0.49450225825985167,0.006576052148627778,2874.0885214496893,-2373.391905864777,6981,9956,2.0,0.5
